ID	tweet	labels		
1333872094233374720t	@RepDLesko @realDonaldTrump My dad died of COVID because vaccines have been the only policy priority. How much have you and your friends profited off this dereliction of duty and neglect? How much per death does it equal? And congrats on your insurance co	pharma		
1347852337193361411t	@BorisJohnson And our children are under more pressure than ever too! The cure is definitely worse than the disease for our young people-it’s appalling!! You are causing irreparable damage to them! #UnlockTheSchools Why are we placing all our hope on th	political		
1372217737070604289t	"Well,here we go 😡 another one🤔it will be interesting to see which explanation they are going to give. Probebly ""just""a coincidence 🧐🙏 Spain investigating woman’s death two weeks after dose of AstraZeneca Covid-19 vaccine https://t.co/w0MNmDIeGA"	side-effect		
1335316314735472645t	@Bombadilstan1 @nseftor @eugenegu The Pfizer and other vaccines are all rushed as well. And what he is saying indicates that the safety of these vaccines are still questionable. Even if he is not saying it directly. You have to realize that some doctors d	rushed side-effect		
1298415557235048448t	@CanAditude Tam, Trudeau and everyone else can kiss my ass if they try to force that bullshit vaccine on us.	mandatory		
1336992853462036480t	Am telling the So- called idiots who run this Country telling me that am going to take a Chinese Virus Vaccine can kiss my Red White And Blue Ass am not taking no damn shot!!!!	unnecessary		
1366333600942194689t	I@inews.co.uk Mandatory vaccine is a definite NO. The hate and division this vaccine is causing is insane. My brother , over 70, now very ill with extreme ear pain & facial paralysis after Oxford vaccine. I will never take it as I’ve seen the after effects bring hidden.	side-effect mandatory		
1362826136674136067t	"@paulvieira I'd love to see the results of ""Covid Vaccine Deaths & Complications"" plugged into that same covid case modelling software!"	side-effect		
1326004010676084736t	"@PickardJE Pfizer make a #CovidVaccine in 2020. In 2009, #OwenSmith worked for Pfizer, lobbying govt to buy expensive Pfizer drugs instead of cheaper alternatives. Suddenly, anti #Corbyn ""journalists"" are painting Smith as the creator of the #Covid #Vacci"	political		
1336993101433356293t	Too many issues already with the Pfizer one Just keep taking at least 5000 IU of vitamin D	unnecessary		
1366723663513411585t	All these push for the vaccine is a mirage. The Democrats have no intention of ending the Corona Virus pandemic. It is a mirage because the government is a corrupt failure.	political		
1353461881369841664t	the vaccine talk just pisses me off more than anything because y’all literally have no idea what you’re talking about...	unnecessary		
1287879764296921088t	@WhiteHouse @MarianoRivera We will never take the vaccine that has no long term effects, none of the vaccines have been tested for cancers, made using aborted babies. This is an evil agenda. My God of Abraham will have his vengeance. https://t.co/feiME2EA	ineffective ingredients		
1338586498535481345t	Y’all not getting anywhere close to me w that COVID vaccine	none		
1453779914528788481t	"""A 28-year-old bodybuilder died “unexpectedly” four days after receiving his second dose of Moderna’s experimental Covid-19 vaccine, posts on social media reveal."" https://t.co/znUQkJUKhs"	side-effect		
1321481082693406730t	Soo... the government has agreed to buy another vaccine that doesn't do shit. I expect the veterans administration will make another emergency purchase of a another bullshit medication that has no effectiveness. #COVIDIOTS https://t.co/gQZOSf1Nqo	ineffective		
1254334561825312770t	@JackieShandu I Agree totally. The politics of this country is highly monetized it's such a pity.  We are hearing that Cyril is busy having talks with Bill Gates on vaccine, and our so called revolutionary opposition are quiet.	political		
1373806358475182081t	Dolores Cahill, world renowned expert in immunology and vaccine. Chance of dying from covid 1 in 1,800,000			
1285588169958625281t	@Charbrevolution F&@ck! And ppl buy these lies. They should be sued! They are not safe, 50% had adverse reactions. Can’t wait until someone digs up that truth. Moderna’s Cause hospital visits in more than half	side-effect		
1255757051697008640t	@newvisionwire Anything Chinese, I would stay away!! Fake fake fake is their middle name. And now this 🙄🙄it might be sucidal to even think that they have a vaccine	country		
1423798333357793285t	Europe's drugs regulator on Friday concluded that cases of dizziness and tinnitus are linked to the administration of Johnson & Johnson's #coronavirus vaccine shot. https://t.co/YMYOaPu3SS https://t.co/yr7ifdHp6J	side-effect		
1353950527063814144t	#BLM Doe's BLM apply to Hank who took the vaccine and dies right after.. It dam well better.. thats fuct up	side-effect		
1336740432802443264t	@skarletzombie She might not even be able to have them anyway for whatever reason?! It wouldn't have been released if they didn't think it would outweigh the risks of covid, and same with any vaccine people aren't gonna know the effects of it until a few 	ineffective		
1296678622837657600t	@JulieWa00680484 @jen96268893 @BorisJohnson No vaccine. Covid vanishing. Never had succcessful coronavirus vaccine anyway. Trust gone forever.	ineffective		
1288974975446048770t	@QAnon_Report I already wear eyeglasses.....I hate the mask, and it's BS. I'm not getting vaccinated, and I'm NOT getting the mark of the Beast. PERIOD	none		
1328882263493398528t	@gordfunk13 @globalnews So could the VACCINE 			
1246576842003406850t	@Inevitable_ET They arent sticking a needle in me! And I doubt our president would allow it to get that far. I believe the vaccine could have covid-19 in it	mandatory		
1422715759529132035t	@POTUS @US_FDA Instead of rushed approval of 1st Gen vaccine that skipped age vs safe dosage studies. Expedite vs stall @Novavax safer, better ethnicity data. Not falling for political approval. #novavax #CovidVaccine https://t.co/uAEqGNsY3V	rushed		
1351548469178101760t	#California Calls For Pause On Batch Of @moderna_tx's COVID Vaccine After Several Allergic Reactions. #COVID19 #Vaccine #Reactions https://t.co/sIrKOyDiaC via @YouTube	side-effect		
1353832747681390593t	@piscesboi5 @kondor_anna @NewsHour @ConversationUS Of course people will die after getting a vaccine OR not getting a vaccine. The vaccine does not guarantee immortality.	ineffective		
1348972594825981952t	@Ishrxq_ Yeah obviously it is a dumb policy which is illegal, but they can't even get the numbers right on the Oxford vaccine. He repeatedly states it is 62% effective, which is true for the full dosing regime, which is not what the NHS are doing.	political		
1347127321921089536t	Young Doctor Left Paralyzed MINUTES After Taking Pfizer ‘Covid-19’ Vaccine in Mexico https://t.co/sZWKe4dYOh	side-effect		
1349162270841049091t	@ConcernMidlands @LawdyMissClawdy @fitzfun2011 @MattHancock The Australian and New Zealand Society for Immunology says the federal government should immediately pause the planned rollout of the AstraZeneca vaccine because it may not be effective enough to	ineffective		
1432759026027139076t	"See the heading ""NZ reported its first death linked to Pfizer’s vaccine after a woman suffered myocarditis, .. a known rare side effect of the vaccine. Health officials there said other factors could have contributed to her death"" Vax - other factors PCR +ve - sorry, Cov2 https://t.co/9nK1ohgZG6"	side-effect		
1285682205671522304t	@axaynegi @OxfordVacGroup Listen to renowned experts having different opinion than current discourse about Covid also. https://t.co/IFGSnnL92b As such 23.48 seroprevalance rate means case fatality rate is 0.08% and no need for vaccine as it's not a deadly	unnecessary		
1409934722990428161t	Senator Johnson hosts event for families suffering after the Vaccine went wrong… https://t.co/Msb0UwmICZ #wealthmanagement https://t.co/5JRDFOCqSS	side-effect		
1407907583617208325t	Germany and South Africa demand action over spoiled Johnson & Johnson Covid vaccines https://t.co/lpMpLv83Z7 via @TheNationalNews	country		
1291190617985425409t	@BusyDrT Gaslighting. Dr. F is systematically ignoring science to peddle failing drug Remdesivir en route to pimping mRNA experimental vaccine Moderna. Would be nice if he stopped harping about his #fakescience and declared his financial interests in Gile	rushed pharma		
1354172582438830081t	@SaraJane101 @talkRADIO @iancollinsuk So what’s the point in the vaccine? It might lessen symptoms but then again it might not. You still might die, so what’s the point?	ineffective		
1333527909445746689t	@Bababooie42 @donwinslow The Pfizer vaccine seems impossible for this very reason.	none		
1301346042173165569t	@Brometheus_one_ @RRich13 @TheSharpEdge1 @PlastiksurgeonE We still haven't had an accurate reply by CDC for cooking the books on the covid-19 numbers. They have lost all credibility. I won't taking their advice or the vaccine.	none		
1314338496212078592t	@RobertKennedyJr That’s nice! However not close enough!! Oh and are they not trying to create a Covid vaccine?? Not sure I trust them!! Wait, I know I don’t!!	pharma		
1289016075011719169t	🚨 Who will protect the Multi Millions who will Refuse this vacc?? No jab, no job? NEJM says everyone needs to be vaccinated for coronavirus in order to go to work https://t.co/DUj4em4mX9 via @The_Moccasin_	mandatory		
1300309448460623874t	@KenGardner11 In my state it says no Covid cases for 30 days or 40% of the population vaccinated. This means never to me	unnecessary		
1325800846882443266t	@gregggonsalves @pfizer @BioNTech_Group Vaccine won't make the slightest difference to the millions of people who clear the virus easily and remain asymptomatic (or very mild). What will happen to those who's immune systems attack their own bodies when tr	side-effect unnecessary		
1386104175411568644t	@jenjenni @vodkaandbourbon @GJuvincio @FLOTUS Very sorry to hear that. The 3600 who have died from the vaccine should be listed under Covid deaths as well. People like me have allergies and heart issues which means an epipen could kill us. Pfizer turned a	side-effect		
